reserve_fraction,horizontal_energy_scale,site,aircraft,max_safe_payload_kg,route_distance_m,cruise_altitude_m,empty_round_trip_energy_kwh,max_payload_round_trip_energy_kwh,empty_round_trip_feasible
0.2,1.0,S009,C,80.0,5722.680393214653,293.2289123535156,3.582147165542332,5.686544052679954,True
0.2,1.0,S010,A,25.0,4778.43990162097,435.63653564453125,1.824048546053064,2.06820474813911,True
0.2,1.0,S010,B,30.0,4778.43990162097,435.63653564453125,1.4616637118276836,2.00859110338851,True
0.2,1.0,S010,C,80.0,4778.43990162097,435.63653564453125,3.0442402822077925,4.852782183631606,True
0.2,1.0,S011,A,25.0,2817.1517251516107,295.36175537109375,1.080629224937061,1.2232594645413943,True
0.2,1.0,S011,B,30.0,2817.1517251516107,295.36175537109375,0.8666083393627642,1.18747611856745,True
0.2,1.0,S011,C,80.0,2817.1517251516107,295.36175537109375,1.799991499596607,2.8620236525784515,True
0.2,1.0,S012,A,25.0,7398.449561287365,413.3009948730469,2.774436848599735,3.134380861615882,True
0.2,1.0,S012,B,30.0,7398.449561287365,413.3009948730469,2.216909523580082,3.042017087313587,True
0.2,1.0,S012,C,68.01467178965129,7398.449561287365,413.3009948730469,4.663728479956534,6.4,True
0.2,1.0,S013,A,25.0,4848.706999909826,399.18182373046875,1.830008879433624,2.0738790048721434,True
0.2,1.0,S013,B,30.0,4848.706999909826,399.18182373046875,1.4637853337641737,2.014103627714176,True
0.2,1.0,S013,C,80.0,4848.706999909826,399.18182373046875,3.0681733740619066,4.890905454625271,True
0.2,1.0,S014,A,25.0,5410.9170943694,591.9473876953125,2.134693998141932,2.422096452231748,True
0.2,1.0,S014,B,30.0,5410.9170943694,591.9473876953125,1.7193998822624232,2.351834421328119,True
0.2,1.0,S014,C,80.0,5410.9170943694,591.9473876953125,3.5162921736738317,5.5991884605867055,True
0.2,1.0,S015,A,25.0,6019.113948538039,571.7992553710938,2.310265049010689,2.623130635439933,True
0.2,1.0,S015,B,30.0,6019.113948538039,571.7992553710938,1.8528891537237921,2.548200770132621,True
0.2,1.0,S015,C,80.0,6019.113948538039,571.7992553710938,3.847249315389197,6.142374354643366,True
0.1,1.0,S001,A,25.0,3063.411326288906,273.0566101074219,1.1649100946018893,1.3165122674842529,True
0.1,1.0,S001,B,30.0,3063.411326288906,273.0566101074219,0.9329079662820075,1.2776290042236256,True
0.1,1.0,S001,C,80.0,3063.411326288906,273.0566101074219,1.9471695293351448,3.090851368702457,True
0.1,1.0,S002,A,25.0,7435.278518338766,308.9542541503906,2.7483947309171373,3.1001263328328905,True
0.1,1.0,S002,B,30.0,7435.278518338766,308.9542541503906,2.190938722103745,3.00814858852008,True
0.1,1.0,S002,C,78.36850906237788,7435.278518338766,308.9542541503906,4.647148054937269,7.199999999999999,True
0.1,1.0,S003,A,25.0,7261.075570364676,561.8041381835938,2.7880952690429117,3.1559037328528228,True
0.1,1.0,S003,B,30.0,7261.075570364676,561.8041381835938,2.2362647935507054,3.063509251861978,True
0.1,1.0,S003,C,78.25264297726177,7261.075570364676,561.8041381835938,4.64221353505382,7.199999999999999,True
0.1,1.0,S004,A,25.0,7745.662441501595,398.2391662597656,2.9050947979113255,3.279238756262706,True
0.1,1.0,S004,B,30.0,7745.662441501595,398.2391662597656,2.321370136616153,3.1819695192433235,True
0.1,1.0,S004,C,74.569313707219,7745.662441501595,398.2391662597656,4.883051169549027,7.199999999999999,True
0.1,1.0,S005,A,25.0,5302.02013115008,326.410888671875,1.996156726745343,2.2535428500120083,True
0.1,1.0,S005,B,30.0,5302.02013115008,326.410888671875,1.596047411321957,2.186675257640217,True
0.1,1.0,S005,C,80.0,5302.02013115008,326.410888671875,3.350086199444121,5.313520172860585,True
0.1,1.0,S006,A,25.0,3181.0333082558964,366.09783935546875,1.221895019110295,1.3875905551279843,True
0.1,1.0,S006,B,30.0,3181.0333082558964,366.09783935546875,0.9801094713442735,1.347993313232814,True
0.1,1.0,S006,C,80.0,3181.0333082558964,366.09783935546875,2.034172382738966,3.2482386943139674,True
0.1,1.0,S007,A,25.0,4533.827897987457,511.9731750488281,1.7772432331261645,2.0176122529269254,True
0.1,1.0,S007,B,30.0,4533.827897987457,511.9731750488281,1.4300827900006192,1.9594661820545798,True
0.1,1.0,S007,C,80.0,4533.827897987457,511.9731750488281,2.9349058910882295,4.678743500520582,True
0.1,1.0,S008,A,25.0,8109.473184927932,372.9093322753906,3.011367767164405,3.3994873677619957,True
0.1,1.0,S008,B,30.0,8109.473184927932,372.9093322753906,2.402381371956162,3.299085467643727,True
0.1,1.0,S008,C,71.1086299723135,8109.473184927932,372.9093322753906,5.082271089725376,7.2,True
0.1,1.0,S009,A,25.0,5722.680393214653,293.2289123535156,2.1207491832688588,2.393926476391099,True
0.1,1.0,S009,B,30.0,5722.680393214653,293.2289123535156,1.6913083367935142,2.323240675151039,True
0.1,1.0,S009,C,80.0,5722.680393214653,293.2289123535156,3.582147165542332,5.686544052679954,True
0.1,1.0,S010,A,25.0,4778.43990162097,435.63653564453125,1.824048546053064,2.06820474813911,True
0.1,1.0,S010,B,30.0,4778.43990162097,435.63653564453125,1.4616637118276836,2.00859110338851,True
0.1,1.0,S010,C,80.0,4778.43990162097,435.63653564453125,3.0442402822077925,4.852782183631606,True
0.1,1.0,S011,A,25.0,2817.1517251516107,295.36175537109375,1.080629224937061,1.2232594645413943,True
0.1,1.0,S011,B,30.0,2817.1517251516107,295.36175537109375,0.8666083393627642,1.18747611856745,True
0.1,1.0,S011,C,80.0,2817.1517251516107,295.36175537109375,1.799991499596607,2.8620236525784515,True
0.1,1.0,S012,A,25.0,7398.449561287365,413.3009948730469,2.774436848599735,3.134380861615882,True
0.1,1.0,S012,B,30.0,7398.449561287365,413.3009948730469,2.216909523580082,3.042017087313587,True
0.1,1.0,S012,C,78.01651532413626,7398.449561287365,413.3009948730469,4.663728479956534,7.199999999999999,True
0.1,1.0,S013,A,25.0,4848.706999909826,399.18182373046875,1.830008879433624,2.0738790048721434,True
0.1,1.0,S013,B,30.0,4848.706999909826,399.18182373046875,1.4637853337641737,2.014103627714176,True
0.1,1.0,S013,C,80.0,4848.706999909826,399.18182373046875,3.0681733740619066,4.890905454625271,True
0.1,1.0,S014,A,25.0,5410.9170943694,591.9473876953125,2.134693998141932,2.422096452231748,True
0.1,1.0,S014,B,30.0,5410.9170943694,591.9473876953125,1.7193998822624232,2.351834421328119,True
0.1,1.0,S014,C,80.0,5410.9170943694,591.9473876953125,3.5162921736738317,5.5991884605867055,True
0.1,1.0,S015,A,25.0,6019.113948538039,571.7992553710938,2.310265049010689,2.623130635439933,True
0.1,1.0,S015,B,30.0,6019.113948538039,571.7992553710938,1.8528891537237921,2.548200770132621,True
0.1,1.0,S015,C,80.0,6019.113948538039,571.7992553710938,3.847249315389197,6.142374354643366,True
0.15,1.0,S001,A,25.0,3063.411326288906,273.0566101074219,1.1649100946018893,1.3165122674842529,True
0.15,1.0,S001,B,30.0,3063.411326288906,273.0566101074219,0.9329079662820075,1.2776290042236256,True
0.15,1.0,S001,C,80.0,3063.411326288906,273.0566101074219,1.9471695293351448,3.090851368702457,True
0.15,1.0,S002,A,25.0,7435.278518338766,308.9542541503906,2.7483947309171373,3.1001263328328905,True
0.15,1.0,S002,B,30.0,7435.278518338766,308.9542541503906,2.190938722103745,3.00814858852008,True
0.15,1.0,S002,C,73.981328042579,7435.278518338766,308.9542541503906,4.647148054937269,6.799999999999999,True
0.15,1.0,S003,A,25.0,7261.075570364676,561.8041381835938,2.7880952690429117,3.1559037328528228,True
0.15,1.0,S003,B,30.0,7261.075570364676,561.8041381835938,2.2362647935507054,3.063509251861978,True
0.15,1.0,S003,C,73.77692296542683,7261.075570364676,561.8041381835938,4.64221353505382,6.8,True
0.15,1.0,S004,A,25.0,7745.662441501595,398.2391662597656,2.9050947979113255,3.279238756262706,True
0.15,1.0,S004,B,30.0,7745.662441501595,398.2391662597656,2.321370136616153,3.1819695192433235,True
0.15,1.0,S004,C,69.54662480779326,7745.662441501595,398.2391662597656,4.883051169549027,6.799999999999999,True
0.15,1.0,S005,A,25.0,5302.02013115008,326.410888671875,1.996156726745343,2.2535428500120083,True
0.15,1.0,S005,B,30.0,5302.02013115008,326.410888671875,1.596047411321957,2.186675257640217,True
0.15,1.0,S005,C,80.0,5302.02013115008,326.410888671875,3.350086199444121,5.313520172860585,True
0.15,1.0,S006,A,25.0,3181.0333082558964,366.09783935546875,1.221895019110295,1.3875905551279843,True
0.15,1.0,S006,B,30.0,3181.0333082558964,366.09783935546875,0.9801094713442735,1.347993313232814,True
0.15,1.0,S006,C,80.0,3181.0333082558964,366.09783935546875,2.034172382738966,3.2482386943139674,True
0.15,1.0,S007,A,25.0,4533.827897987457,511.9731750488281,1.7772432331261645,2.0176122529269254,True
0.15,1.0,S007,B,30.0,4533.827897987457,511.9731750488281,1.4300827900006192,1.9594661820545798,True
0.15,1.0,S007,C,80.0,4533.827897987457,511.9731750488281,2.9349058910882295,4.678743500520582,True
0.15,1.0,S008,A,25.0,8109.473184927932,372.9093322753906,3.011367767164405,3.3994873677619957,True
0.15,1.0,S008,B,30.0,8109.473184927932,372.9093322753906,2.402381371956162,3.299085467643727,True
0.15,1.0,S008,C,65.51529305348139,8109.473184927932,372.9093322753906,5.082271089725376,6.8,True
0.15,1.0,S009,A,25.0,5722.680393214653,293.2289123535156,2.1207491832688588,2.393926476391099,True
0.15,1.0,S009,B,30.0,5722.680393214653,293.2289123535156,1.6913083367935142,2.323240675151039,True
0.15,1.0,S009,C,80.0,5722.680393214653,293.2289123535156,3.582147165542332,5.686544052679954,True
0.15,1.0,S010,A,25.0,4778.43990162097,435.63653564453125,1.824048546053064,2.06820474813911,True
0.15,1.0,S010,B,30.0,4778.43990162097,435.63653564453125,1.4616637118276836,2.00859110338851,True
0.15,1.0,S010,C,80.0,4778.43990162097,435.63653564453125,3.0442402822077925,4.852782183631606,True
0.15,1.0,S011,A,25.0,2817.1517251516107,295.36175537109375,1.080629224937061,1.2232594645413943,True
0.15,1.0,S011,B,30.0,2817.1517251516107,295.36175537109375,0.8666083393627642,1.18747611856745,True
0.15,1.0,S011,C,80.0,2817.1517251516107,295.36175537109375,1.799991499596607,2.8620236525784515,True
0.15,1.0,S012,A,25.0,7398.449561287365,413.3009948730469,2.774436848599735,3.134380861615882,True
0.15,1.0,S012,B,30.0,7398.449561287365,413.3009948730469,2.216909523580082,3.042017087313587,True
0.15,1.0,S012,C,73.54829100084956,7398.449561287365,413.3009948730469,4.663728479956534,6.799999999999999,True
0.15,1.0,S013,A,25.0,4848.706999909826,399.18182373046875,1.830008879433624,2.0738790048721434,True
0.15,1.0,S013,B,30.0,4848.706999909826,399.18182373046875,1.4637853337641737,2.014103627714176,True
0.15,1.0,S013,C,80.0,4848.706999909826,399.18182373046875,3.0681733740619066,4.890905454625271,True
0.15,1.0,S014,A,25.0,5410.9170943694,591.9473876953125,2.134693998141932,2.422096452231748,True
0.15,1.0,S014,B,30.0,5410.9170943694,591.9473876953125,1.7193998822624232,2.351834421328119,True
0.15,1.0,S014,C,80.0,5410.9170943694,591.9473876953125,3.5162921736738317,5.5991884605867055,True
0.15,1.0,S015,A,25.0,6019.113948538039,571.7992553710938,2.310265049010689,2.623130635439933,True
0.15,1.0,S015,B,30.0,6019.113948538039,571.7992553710938,1.8528891537237921,2.548200770132621,True
0.15,1.0,S015,C,80.0,6019.113948538039,571.7992553710938,3.847249315389197,6.142374354643366,True
0.25,1.0,S001,A,25.0,3063.411326288906,273.0566101074219,1.1649100946018893,1.3165122674842529,True
0.25,1.0,S001,B,30.0,3063.411326288906,273.0566101074219,0.9329079662820075,1.2776290042236256,True
0.25,1.0,S001,C,80.0,3063.411326288906,273.0566101074219,1.9471695293351448,3.090851368702457,True
0.25,1.0,S002,A,25.0,7435.278518338766,308.9542541503906,2.7483947309171373,3.1001263328328905,True
0.25,1.0,S002,B,29.883627453054096,7435.278518338766,308.9542541503906,2.190938722103745,3.0,True
0.25,1.0,S002,C,61.64427873585864,7435.278518338766,308.9542541503906,4.647148054937269,6.0,True
0.25,1.0,S003,A,25.0,7261.075570364676,561.8041381835938,2.7880952690429117,3.1559037328528228,True
0.25,1.0,S003,B,29.05023976396275,7261.075570364676,561.8041381835938,2.2362647935507054,3.0,True
0.25,1.0,S003,C,61.179704593371675,7261.075570364676,561.8041381835938,4.64221353505382,6.0,True
0.25,1.0,S004,A,25.0,7745.662441501595,398.2391662597656,2.9050947979113255,3.279238756262706,True
0.25,1.0,S004,B,27.21626941648153,7745.662441501595,398.2391662597656,2.321370136616153,3.0,True
0.25,1.0,S004,C,55.12001032061164,7745.662441501595,398.2391662597656,4.883051169549027,6.0,True
0.25,1.0,S005,A,25.0,5302.02013115008,326.410888671875,1.996156726745343,2.2535428500120083,True
0.25,1.0,S005,B,30.0,5302.02013115008,326.410888671875,1.596047411321957,2.186675257640217,True
0.25,1.0,S005,C,80.0,5302.02013115008,326.410888671875,3.350086199444121,5.313520172860585,True
0.25,1.0,S006,A,25.0,3181.0333082558964,366.09783935546875,1.221895019110295,1.3875905551279843,True
0.25,1.0,S006,B,30.0,3181.0333082558964,366.09783935546875,0.9801094713442735,1.347993313232814,True
0.25,1.0,S006,C,80.0,3181.0333082558964,366.09783935546875,2.034172382738966,3.2482386943139674,True
0.25,1.0,S007,A,25.0,4533.827897987457,511.9731750488281,1.7772432331261645,2.0176122529269254,True
0.25,1.0,S007,B,30.0,4533.827897987457,511.9731750488281,1.4300827900006192,1.9594661820545798,True
0.25,1.0,S007,C,80.0,4533.827897987457,511.9731750488281,2.9349058910882295,4.678743500520582,True
0.25,1.0,S008,A,24.116042442688293,8109.473184927932,372.9093322753906,3.011367767164405,3.375,True
0.25,1.0,S008,B,25.273004167922753,8109.473184927932,372.9093322753906,2.402381371956162,3.0,True
0.25,1.0,S008,C,49.11235518221727,8109.473184927932,372.9093322753906,5.082271089725376,6.0,True
0.25,1.0,S009,A,25.0,5722.680393214653,293.2289123535156,2.1207491832688588,2.393926476391099,True
0.25,1.0,S009,B,30.0,5722.680393214653,293.2289123535156,1.6913083367935142,2.323240675151039,True
0.25,1.0,S009,C,80.0,5722.680393214653,293.2289123535156,3.582147165542332,5.686544052679954,True
0.25,1.0,S010,A,25.0,4778.43990162097,435.63653564453125,1.824048546053064,2.06820474813911,True
0.25,1.0,S010,B,30.0,4778.43990162097,435.63653564453125,1.4616637118276836,2.00859110338851,True
0.25,1.0,S010,C,80.0,4778.43990162097,435.63653564453125,3.0442402822077925,4.852782183631606,True
0.25,1.0,S011,A,25.0,2817.1517251516107,295.36175537109375,1.080629224937061,1.2232594645413943,True
0.25,1.0,S011,B,30.0,2817.1517251516107,295.36175537109375,0.8666083393627642,1.18747611856745,True
0.25,1.0,S011,C,80.0,2817.1517251516107,295.36175537109375,1.799991499596607,2.8620236525784515,True
0.25,1.0,S012,A,25.0,7398.449561287365,413.3009948730469,2.774436848599735,3.134380861615882,True
0.25,1.0,S012,B,29.38699333911057,7398.449561287365,413.3009948730469,2.216909523580082,3.0,True
0.25,1.0,S012,C,60.961029880220806,7398.449561287365,413.3009948730469,4.663728479956534,6.0,True
0.25,1.0,S013,A,25.0,4848.706999909826,399.18182373046875,1.830008879433624,2.0738790048721434,True
0.25,1.0,S013,B,30.0,4848.706999909826,399.18182373046875,1.4637853337641737,2.014103627714176,True
0.25,1.0,S013,C,80.0,4848.706999909826,399.18182373046875,3.0681733740619066,4.890905454625271,True
0.25,1.0,S014,A,25.0,5410.9170943694,591.9473876953125,2.134693998141932,2.422096452231748,True
0.25,1.0,S014,B,30.0,5410.9170943694,591.9473876953125,1.7193998822624232,2.351834421328119,True
0.25,1.0,S014,C,80.0,5410.9170943694,591.9473876953125,3.5162921736738317,5.5991884605867055,True
0.25,1.0,S015,A,25.0,6019.113948538039,571.7992553710938,2.310265049010689,2.623130635439933,True
0.25,1.0,S015,B,30.0,6019.113948538039,571.7992553710938,1.8528891537237921,2.548200770132621,True
0.25,1.0,S015,C,78.3438173657366,6019.113948538039,571.7992553710938,3.847249315389197,6.0,True
0.3,1.0,S001,A,25.0,3063.411326288906,273.0566101074219,1.1649100946018893,1.3165122674842529,True
0.3,1.0,S001,B,30.0,3063.411326288906,273.0566101074219,0.9329079662820075,1.2776290042236256,True
0.3,1.0,S001,C,80.0,3063.411326288906,273.0566101074219,1.9471695293351448,3.090851368702457,True
0.3,1.0,S002,A,25.0,7435.278518338766,308.9542541503906,2.7483947309171373,3.1001263328328905,True
0.3,1.0,S002,B,26.58057646864029,7435.278518338766,308.9542541503906,2.190938722103745,2.8,True
0.3,1.0,S002,C,52.481158901198434,7435.278518338766,308.9542541503906,4.647148054937269,5.6,True
0.3,1.0,S003,A,24.77302107771929,7261.075570364676,561.8041381835938,2.7880952690429117,3.1499999999999995,True
0.3,1.0,S003,B,25.443715148404262,7261.075570364676,561.8041381835938,2.2362647935507054,2.8,True
0.3,1.0,S003,C,51.8402872449571,7261.075570364676,561.8041381835938,4.64221353505382,5.6,True
0.3,1.0,S004,A,19.603213036272848,7745.662441501595,398.2391662597656,2.9050947979113255,3.15,True
0.3,1.0,S004,B,23.19341761135601,7745.662441501595,398.2391662597656,2.321370136616153,2.8,True
0.3,1.0,S004,C,44.03754580522989,7745.662441501595,398.2391662597656,4.883051169549027,5.6,True
0.3,1.0,S005,A,25.0,5302.02013115008,326.410888671875,1.996156726745343,2.2535428500120083,True
0.3,1.0,S005,B,30.0,5302.02013115008,326.410888671875,1.596047411321957,2.186675257640217,True
0.3,1.0,S005,C,80.0,5302.02013115008,326.410888671875,3.350086199444121,5.313520172860585,True
0.3,1.0,S006,A,25.0,3181.0333082558964,366.09783935546875,1.221895019110295,1.3875905551279843,True
0.3,1.0,S006,B,30.0,3181.0333082558964,366.09783935546875,0.9801094713442735,1.347993313232814,True
0.3,1.0,S006,C,80.0,3181.0333082558964,366.09783935546875,2.034172382738966,3.2482386943139674,True
0.3,1.0,S007,A,25.0,4533.827897987457,511.9731750488281,1.7772432331261645,2.0176122529269254,True
0.3,1.0,S007,B,30.0,4533.827897987457,511.9731750488281,1.4300827900006192,1.9594661820545798,True
0.3,1.0,S007,C,80.0,4533.827897987457,511.9731750488281,2.9349058910882295,4.678743500520582,True
0.3,1.0,S008,A,13.516993738600114,8109.473184927932,372.9093322753906,3.011367767164405,3.1499999999999995,True
0.3,1.0,S008,B,20.731701705386417,8109.473184927932,372.9093322753906,2.402381371956162,2.8,True
0.3,1.0,S008,C,36.0009194735021,8109.473184927932,372.9093322753906,5.082271089725376,5.6,True
0.3,1.0,S009,A,25.0,5722.680393214653,293.2289123535156,2.1207491832688588,2.393926476391099,True
0.3,1.0,S009,B,30.0,5722.680393214653,293.2289123535156,1.6913083367935142,2.323240675151039,True
0.3,1.0,S009,C,78.94372776252946,5722.680393214653,293.2289123535156,3.582147165542332,5.6,True
0.3,1.0,S010,A,25.0,4778.43990162097,435.63653564453125,1.824048546053064,2.06820474813911,True
0.3,1.0,S010,B,30.0,4778.43990162097,435.63653564453125,1.4616637118276836,2.00859110338851,True
0.3,1.0,S010,C,80.0,4778.43990162097,435.63653564453125,3.0442402822077925,4.852782183631606,True
0.3,1.0,S011,A,25.0,2817.1517251516107,295.36175537109375,1.080629224937061,1.2232594645413943,True
0.3,1.0,S011,B,30.0,2817.1517251516107,295.36175537109375,0.8666083393627642,1.18747611856745,True
0.3,1.0,S011,C,80.0,2817.1517251516107,295.36175537109375,1.799991499596607,2.8620236525784515,True
0.3,1.0,S012,A,25.0,7398.449561287365,413.3009948730469,2.774436848599735,3.134380861615882,True
0.3,1.0,S012,B,25.92769652137282,7398.449561287365,413.3009948730469,2.216909523580082,2.8,True
0.3,1.0,S012,C,51.59794805957709,7398.449561287365,413.3009948730469,4.663728479956534,5.6,True
0.3,1.0,S013,A,25.0,4848.706999909826,399.18182373046875,1.830008879433624,2.0738790048721434,True
0.3,1.0,S013,B,30.0,4848.706999909826,399.18182373046875,1.4637853337641737,2.014103627714176,True
0.3,1.0,S013,C,80.0,4848.706999909826,399.18182373046875,3.0681733740619066,4.890905454625271,True
0.3,1.0,S014,A,25.0,5410.9170943694,591.9473876953125,2.134693998141932,2.422096452231748,True
0.3,1.0,S014,B,30.0,5410.9170943694,591.9473876953125,1.7193998822624232,2.351834421328119,True
0.3,1.0,S014,C,80.0,5410.9170943694,591.9473876953125,3.5162921736738317,5.5991884605867055,True
0.3,1.0,S015,A,25.0,6019.113948538039,571.7992553710938,2.310265049010689,2.623130635439933,True
0.3,1.0,S015,B,30.0,6019.113948538039,571.7992553710938,1.8528891537237921,2.548200770132621,True
0.3,1.0,S015,C,72.87609950827384,6019.113948538039,571.7992553710938,3.847249315389197,5.599999999999999,True
0.4,1.0,S001,A,25.0,3063.411326288906,273.0566101074219,1.1649100946018893,1.3165122674842529,True
0.4,1.0,S001,B,30.0,3063.411326288906,273.0566101074219,0.9329079662820075,1.2776290042236256,True
0.4,1.0,S001,C,80.0,3063.411326288906,273.0566101074219,1.9471695293351448,3.090851368702457,True
0.4,1.0,S002,A,0.0,7435.278518338766,308.9542541503906,2.7483947309171373,2.7483947309171373,False
0.4,1.0,S002,B,15.389291079363487,7435.278518338766,308.9542541503906,2.190938722103745,2.4,True
0.4,1.0,S002,C,18.078020197117723,7435.278518338766,308.9542541503906,4.647148054937269,4.8,True
0.4,1.0,S003,A,0.0,7261.075570364676,561.8041381835938,2.7880952690429117,2.7880952690429117,False
0.4,1.0,S003,B,12.898379416060983,7261.075570364676,561.8041381835938,2.2362647935507054,2.4,True
0.4,1.0,S003,C,17.40969411618498,7261.075570364676,561.8041381835938,4.64221353505382,4.8,True
0.4,1.0,S004,A,0.0,7745.662441501595,398.2391662597656,2.9050947979113255,2.9050947979113255,False
0.4,1.0,S004,B,8.069965845483395,7745.662441501595,398.2391662597656,2.321370136616153,2.4,True
0.4,1.0,S004,C,0.0,7745.662441501595,398.2391662597656,4.883051169549027,4.883051169549027,False
0.4,1.0,S005,A,25.0,5302.02013115008,326.410888671875,1.996156726745343,2.2535428500120083,True
0.4,1.0,S005,B,30.0,5302.02013115008,326.410888671875,1.596047411321957,2.186675257640217,True
0.4,1.0,S005,C,72.13771519711122,5302.02013115008,326.410888671875,3.350086199444121,4.799999999999999,True
0.4,1.0,S006,A,25.0,3181.0333082558964,366.09783935546875,1.221895019110295,1.3875905551279843,True
0.4,1.0,S006,B,30.0,3181.0333082558964,366.09783935546875,0.9801094713442735,1.347993313232814,True
0.4,1.0,S006,C,80.0,3181.0333082558964,366.09783935546875,2.034172382738966,3.2482386943139674,True
0.4,1.0,S007,A,25.0,4533.827897987457,511.9731750488281,1.7772432331261645,2.0176122529269254,True
0.4,1.0,S007,B,30.0,4533.827897987457,511.9731750488281,1.4300827900006192,1.9594661820545798,True
0.4,1.0,S007,C,80.0,4533.827897987457,511.9731750488281,2.9349058910882295,4.678743500520582,True
0.4,1.0,S008,A,0.0,8109.473184927932,372.9093322753906,3.011367767164405,3.011367767164405,False
0.4,1.0,S008,B,0.0,8109.473184927932,372.9093322753906,2.402381371956162,2.402381371956162,False
0.4,1.0,S008,C,0.0,8109.473184927932,372.9093322753906,5.082271089725376,5.082271089725376,False
0.4,1.0,S009,A,25.0,5722.680393214653,293.2289123535156,2.1207491832688588,2.393926476391099,True
0.4,1.0,S009,B,30.0,5722.680393214653,293.2289123535156,1.6913083367935142,2.323240675151039,True
0.4,1.0,S009,C,65.68190293831498,5722.680393214653,293.2289123535156,3.582147165542332,4.8,True
0.4,1.0,S010,A,25.0,4778.43990162097,435.63653564453125,1.824048546053064,2.06820474813911,True
0.4,1.0,S010,B,30.0,4778.43990162097,435.63653564453125,1.4616637118276836,2.00859110338851,True
0.4,1.0,S010,C,79.24111784621583,4778.43990162097,435.63653564453125,3.0442402822077925,4.8,True
0.4,1.0,S011,A,25.0,2817.1517251516107,295.36175537109375,1.080629224937061,1.2232594645413943,True
0.4,1.0,S011,B,30.0,2817.1517251516107,295.36175537109375,0.8666083393627642,1.18747611856745,True
0.4,1.0,S011,C,80.0,2817.1517251516107,295.36175537109375,1.799991499596607,2.8620236525784515,True
0.4,1.0,S012,A,0.0,7398.449561287365,413.3009948730469,2.774436848599735,2.774436848599735,False
0.4,1.0,S012,B,14.032412398056474,7398.449561287365,413.3009948730469,2.216909523580082,2.4,True
0.4,1.0,S012,C,16.303965865830936,7398.449561287365,413.3009948730469,4.663728479956534,4.8,True
0.4,1.0,S013,A,25.0,4848.706999909826,399.18182373046875,1.830008879433624,2.0738790048721434,True
0.4,1.0,S013,B,30.0,4848.706999909826,399.18182373046875,1.4637853337641737,2.014103627714176,True
0.4,1.0,S013,C,78.69194145974187,4848.706999909826,399.18182373046875,3.0681733740619066,4.799999999999999,True
0.4,1.0,S014,A,25.0,5410.9170943694,591.9473876953125,2.134693998141932,2.422096452231748,True
