candidate_group,covered_gap_ids,spatial_gap_ids,covered_sorties,service_start_s,service_end_s,preparation_start_s,longitude,latitude,ground_dsm_m,hover_altitude_m,agl_m,energy_kwh,return_soc_percent,return_o01_s,outbound_flight_s,return_flight_s
1,"[5, 6, 10]","[5, 6, 10]","Q23-010,Q23-011,Q23-023",2382.7668062278276,4142.344928542324,1964.5353808449518,109.2363788,23.0297024,164.36358642578125,314.36358642578125,150.0,0.6666343299894584,79.16767718782943,4366.131652794015,208.23142538287584,223.78672425169097
1,"[17, 19, 20]","[1, 2, 10, 16, 17, 19, 20]","Q23-005,Q23-009,Q23-024",8794.069023629234,9891.728419698633,8035.915146431132,109.2695194,23.0577485,218.90316772460938,518.9031677246094,300.0,0.6670702838314226,79.15405363026804,10472.482560873786,548.1538771981026,580.7541411751533
1,"[5, 6, 10]","[5, 6, 10]","Q23-010,Q23-011,Q23-023",2382.7668062278276,4142.344928542324,1957.0533595744937,109.2351486,23.0304154,180.49920654296875,330.49920654296875,150.0,0.6702719208082799,79.05400247474125,4374.958309074239,215.71344665333396,232.6133805319147
1,"[5, 6, 10]","[5, 6, 10]","Q23-010,Q23-011,Q23-023",2382.7668062278276,4142.344928542324,1953.404874705821,109.2352558,23.0306547,187.58859252929688,337.5885925292969,150.0,0.6721008863293556,78.99684730220764,4379.197576108439,219.3619315220066,236.85264756611468
1,"[17, 19, 20]","[1, 2, 10, 16, 17, 19, 20]","Q23-005,Q23-009,Q23-024",8794.069023629234,9891.728419698633,8018.220969445398,109.2731357,23.054464,305.53826904296875,605.5382690429688,300.0,0.672240124833217,78.99249609896198,10497.39632963605,565.8480541838364,605.6679099374171
1,"[17, 19, 20]","[1, 2, 4, 10, 14, 16, 17, 19, 20]","Q23-005,Q23-009,Q23-024",8794.069023629234,9891.728419698633,8015.872276799274,109.2685519,23.0603271,251.388671875,551.388671875,300.0,0.6775750992905623,78.82577814716993,10495.23255585151,568.19674682996,603.5041361528766
1,"[5, 6, 10]","[5, 6, 10]","Q23-010,Q23-011,Q23-023",2382.7668062278276,4142.344928542324,1950.154214546068,109.239009,23.0329048,199.54653930664062,249.54653930664062,50.0,0.6794305493722254,78.76779533211796,4375.111398499636,222.61259168175945,232.76646995731284
1,"[13, 14, 15]","[4, 5, 6, 7, 9, 11, 12, 13, 14, 15]","Q23-007,Q23-013,Q23-025",5560.100056789216,7509.904415102967,4894.230825204522,109.2028191,23.0394186,507.341552734375,757.341552734375,250.0,0.8516040676254213,73.38737288670558,8018.243776082191,455.8692315846937,508.3393609792249
1,"[13, 14, 15]","[4, 5, 6, 7, 9, 11, 12, 13, 14, 15]","Q23-007,Q23-013,Q23-025",5560.100056789216,7509.904415102967,4892.338902014326,109.2023786,23.0394548,506.3517150878906,756.3517150878906,250.0,0.8528828883398298,73.34740973938032,8020.053212801848,457.7611547748905,510.14879769888137
1,"[13, 14, 15]","[4, 5, 6, 7, 9, 11, 12, 13, 14, 15]","Q23-007,Q23-013,Q23-025",5560.100056789216,7509.904415102967,4887.879715128084,109.2025918,23.0397567,521.0740356445312,771.0740356445312,250.0,0.8546893018923014,73.29095931586558,8025.739259734476,462.22034166113207,515.8348446315097
1,"[13, 14, 15]","[2, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 17]","Q23-007,Q23-013,Q23-025",5560.100056789216,7509.904415102967,4893.069430209209,109.2064541,23.0444748,398.6077880859375,698.6077880859375,300.0,0.8565051031420442,73.23421552681111,8014.510690690135,457.03062658000704,504.6062755871685
1,"[12, 14, 15]","[2, 4, 5, 6, 7, 11, 12, 14, 15, 17]","Q23-006,Q23-007,Q23-013",5491.5869501896605,7509.904415102967,4797.270061617425,109.2023786,23.0494548,473.51116943359375,623.5111694335938,150.0,0.9001902664940249,71.86905417206174,8035.538901128001,484.3168885722355,525.634486025035
1,"[12, 14, 15]","[2, 4, 5, 6, 7, 11, 12, 14, 15, 17]","Q23-006,Q23-007,Q23-013",5491.5869501896605,7509.904415102967,4792.642671092898,109.2025918,23.0497567,487.5845642089844,637.5845642089844,150.0,0.9021500949693896,71.80780953220658,8041.339074550478,488.9442790967621,531.4346594475109
1,"[5, 6]","[5, 6, 10]","Q23-010,Q23-011",2382.7668062278276,3300.2626284269522,1964.5353808449518,109.2363788,23.0297024,164.36358642578125,314.36358642578125,150.0,0.40933140495420595,87.20839359518106,3524.049352678643,208.23142538287584,223.78672425169097
