运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
P00009,S004-handoff,5391.034690959799,5400.775915186229,中继,RU-003
P00275,leg1-descent,5391.641695086959,5400.983019375463,中继,RU-002
P00278,leg1-descent,5391.641695086959,5400.983019375463,中继,RU-002
P00030,S008-handoff,5392.18039896044,5402.18039896044,中继,RU-003
P00143,S001-handoff,5392.743217815056,5402.743217815056,直连,
P00044,leg2-climb,5397.312629113037,5406.559098186152,中继,RU-002
P00041,leg2-climb,5398.321629750334,5407.625968841317,中继,RU-002
P00009,S004-handoff,5400.775915186229,5410.517139412658,中继,RU-003
P00275,leg1-descent,5400.983019375463,5410.324343663968,中继,RU-002
P00278,leg1-descent,5400.983019375463,5410.324343663968,中继,RU-002
P00030,S008-handoff,5402.18039896044,5412.18039896044,中继,RU-003
P00143,S001-handoff,5402.743217815056,5412.743217815056,直连,
P00044,leg2-cruise,5406.559098186152,5411.498605376877,中继,RU-002
P00041,leg2-climb,5407.625968841317,5416.9303079323,中继,RU-002
P00275,leg1-descent,5410.324343663968,5419.665667952472,中继,RU-002
P00278,leg1-descent,5410.324343663968,5419.665667952472,中继,RU-002
P00009,S004-handoff,5410.517139412658,5420.258363639088,中继,RU-003
P00044,leg2-cruise,5411.498605376877,5416.438112567601,中继,RU-002
P00030,S008-handoff,5412.18039896044,5422.18039896044,中继,RU-003
P00143,S001-handoff,5412.743217815056,5422.743217815056,直连,
P00044,leg2-cruise,5416.438112567601,5421.377619758325,中继,RU-002
P00041,leg2-climb,5416.9303079323,5426.234647023283,中继,RU-002
P00275,leg1-descent,5419.665667952472,5429.006992240977,中继,RU-002
P00278,leg1-descent,5419.665667952472,5429.006992240977,中继,RU-002
P00009,S004-handoff,5420.258363639088,5429.999587865517,中继,RU-003
P00044,leg2-cruise,5421.377619758325,5426.317126949049,中继,RU-002
P00030,S008-handoff,5422.18039896044,5432.18039896044,中继,RU-003
P00143,S001-handoff,5422.743217815056,5432.743217815056,直连,
P00041,leg2-climb,5426.234647023283,5435.538986114267,中继,RU-002
P00044,leg2-cruise,5426.317126949049,5431.256634139774,中继,RU-002
P00275,leg1-descent,5429.006992240977,5438.348316529481,中继,RU-002
P00278,leg1-descent,5429.006992240977,5438.348316529481,中继,RU-002
P00009,S004-handoff,5429.999587865517,5439.740812091946,中继,RU-003
P00044,leg2-cruise,5431.256634139774,5436.196141330498,中继,RU-002
P00030,S008-handoff,5432.18039896044,5442.18039896044,中继,RU-003
P00143,S001-handoff,5432.743217815056,5442.743217815056,直连,
P00041,leg2-climb,5435.538986114267,5444.843325205249,中继,RU-002
P00044,leg2-cruise,5436.196141330498,5441.135648521222,中继,RU-002
P00275,leg1-descent,5438.348316529481,5447.689640817985,中继,RU-002
P00278,leg1-descent,5438.348316529481,5447.689640817985,中继,RU-002
P00009,S004-handoff,5439.740812091946,5449.482036318376,中继,RU-003
P00044,leg2-cruise,5441.135648521222,5446.075155711947,中继,RU-002
P00030,S008-handoff,5442.18039896044,5452.18039896044,中继,RU-003
P00143,S001-handoff,5442.743217815056,5452.743217815056,直连,
P00041,leg2-climb,5444.843325205249,5454.147664296233,中继,RU-002
P00044,leg2-cruise,5446.075155711947,5451.014662902671,中继,RU-002
P00275,S007-handoff,5447.689640817985,5457.689640817985,中继,RU-002
P00278,S007-handoff,5447.689640817985,5457.689640817985,中继,RU-002
P00009,S004-handoff,5449.482036318376,5459.223260544805,中继,RU-003
P00044,leg2-cruise,5451.014662902671,5455.954170093395,中继,RU-002
P00030,S008-handoff,5452.18039896044,5462.18039896044,中继,RU-003
P00143,S001-handoff,5452.743217815056,5462.743217815056,直连,
P00041,leg2-cruise,5454.147664296233,5459.137352203545,中继,RU-002
P00044,leg2-cruise,5455.954170093395,5460.893677284119,中继,RU-002
P00275,S007-handoff,5457.689640817985,5467.689640817985,中继,RU-002
P00278,S007-handoff,5457.689640817985,5467.689640817985,中继,RU-002
P00041,leg2-cruise,5459.137352203545,5464.127040110857,中继,RU-002
P00009,S004-handoff,5459.223260544805,5468.964484771235,中继,RU-003
P00044,leg2-cruise,5460.893677284119,5465.833184474844,中继,RU-002
P00030,S008-handoff,5462.18039896044,5472.18039896044,中继,RU-003
P00143,S001-handoff,5462.743217815056,5472.743217815056,直连,
P00041,leg2-cruise,5464.127040110857,5469.116728018169,中继,RU-002
P00044,leg2-cruise,5465.833184474844,5470.772691665568,中继,RU-002
P00275,S007-handoff,5467.689640817985,5477.689640817985,中继,RU-002
P00278,S007-handoff,5467.689640817985,5477.689640817985,中继,RU-002
P00009,S004-handoff,5468.964484771235,5478.705708997664,中继,RU-003
P00041,leg2-cruise,5469.116728018169,5474.106415925481,中继,RU-002
P00044,leg2-cruise,5470.772691665568,5475.712198856292,中继,RU-002
P00030,S008-handoff,5472.18039896044,5482.18039896044,中继,RU-003
P00143,S001-handoff,5472.743217815056,5482.743217815056,直连,
P00041,leg2-cruise,5474.106415925481,5479.096103832793,中继,RU-002
P00044,leg2-cruise,5475.712198856292,5480.651706047016,中继,RU-002
P00275,S007-handoff,5477.689640817985,5487.689640817985,中继,RU-002
P00278,S007-handoff,5477.689640817985,5487.689640817985,中继,RU-002
P00009,S004-handoff,5478.705708997664,5488.446933224093,中继,RU-003
P00041,leg2-cruise,5479.096103832793,5484.085791740105,中继,RU-002
P00044,leg2-cruise,5480.651706047016,5485.591213237741,中继,RU-002
P00030,S008-handoff,5482.18039896044,5492.18039896044,中继,RU-003
P00143,S001-handoff,5482.743217815056,5492.743217815056,直连,
P00041,leg2-cruise,5484.085791740105,5489.075479647418,中继,RU-002
P00044,leg2-cruise,5485.591213237741,5490.530720428465,中继,RU-002
P00275,S007-handoff,5487.689640817985,5497.689640817985,中继,RU-002
P00278,S007-handoff,5487.689640817985,5497.689640817985,中继,RU-002
P00009,S004-handoff,5488.446933224093,5498.188157450523,中继,RU-003
P00041,leg2-cruise,5489.075479647418,5494.06516755473,中继,RU-002
P00044,leg2-cruise,5490.530720428465,5495.470227619189,中继,RU-002
P00030,S008-handoff,5492.18039896044,5502.18039896044,中继,RU-003
P00143,S001-handoff,5492.743217815056,5502.743217815056,直连,
P00041,leg2-cruise,5494.06516755473,5499.054855462042,中继,RU-002
P00044,leg2-cruise,5495.470227619189,5500.409734809913,中继,RU-002
P00275,S007-handoff,5497.689640817985,5507.689640817985,中继,RU-002
P00278,S007-handoff,5497.689640817985,5507.689640817985,中继,RU-002
P00009,S004-handoff,5498.188157450523,5507.929381676952,中继,RU-003
P00041,leg2-cruise,5499.054855462042,5504.044543369354,中继,RU-002
P00044,leg2-cruise,5500.409734809913,5505.349242000638,中继,RU-002
P00030,S008-handoff,5502.18039896044,5512.18039896044,中继,RU-003
P00143,S001-handoff,5502.743217815056,5512.743217815056,直连,
P00041,leg2-cruise,5504.044543369354,5509.034231276666,中继,RU-002
P00044,leg2-cruise,5505.349242000638,5510.288749191363,中继,RU-002
P00275,S007-handoff,5507.689640817985,5517.689640817985,中继,RU-002
P00278,S007-handoff,5507.689640817985,5517.689640817985,中继,RU-002
P00009,S004-handoff,5507.929381676952,5517.670605903382,中继,RU-003
P00041,leg2-cruise,5509.034231276666,5514.023919183978,中继,RU-002
P00044,leg2-cruise,5510.288749191363,5515.228256382086,中继,RU-002
P00030,S008-handoff,5512.18039896044,5522.18039896044,中继,RU-003
P00143,S001-handoff,5512.743217815056,5522.743217815056,直连,
P00041,leg2-cruise,5514.023919183978,5519.01360709129,中继,RU-002
P00044,leg2-cruise,5515.228256382086,5520.16776357281,中继,RU-002
P00009,S004-handoff,5517.670605903382,5527.411830129811,中继,RU-003
P00275,S007-handoff,5517.689640817985,5527.689640817985,中继,RU-002
P00278,S007-handoff,5517.689640817985,5527.689640817985,中继,RU-002
P00041,leg2-cruise,5519.01360709129,5524.003294998603,中继,RU-002
P00044,leg2-cruise,5520.16776357281,5525.107270763535,中继,RU-002
P00030,S008-handoff,5522.18039896044,5532.18039896044,中继,RU-003
P00143,S001-handoff,5522.743217815056,5532.743217815056,直连,
P00041,leg2-cruise,5524.003294998603,5528.992982905915,中继,RU-002
P00044,leg2-cruise,5525.107270763535,5530.04677795426,中继,RU-002
P00009,S004-handoff,5527.411830129811,5537.15305435624,中继,RU-003
P00275,S007-handoff,5527.689640817985,5537.689640817985,中继,RU-002
P00278,S007-handoff,5527.689640817985,5537.689640817985,中继,RU-002
P00041,leg2-cruise,5528.992982905915,5533.982670813227,中继,RU-002
P00044,leg2-cruise,5530.04677795426,5534.986285144983,中继,RU-002
P00030,S008-handoff,5532.18039896044,5542.18039896044,中继,RU-003
P00143,S001-handoff,5532.743217815056,5542.743217815056,直连,
P00041,leg2-cruise,5533.982670813227,5538.972358720539,中继,RU-002
P00044,leg2-cruise,5534.986285144983,5539.925792335707,中继,RU-002
P00009,S004-handoff,5537.15305435624,5546.89427858267,中继,RU-003
P00275,S007-handoff,5537.689640817985,5547.689640817985,中继,RU-002
P00278,S007-handoff,5537.689640817985,5547.689640817985,中继,RU-002
P00041,leg2-cruise,5538.972358720539,5543.96204662785,中继,RU-002
P00044,leg2-cruise,5539.925792335707,5544.865299526432,中继,RU-002
P00030,S008-handoff,5542.18039896044,5552.18039896044,中继,RU-003
P00143,S001-handoff,5542.743217815056,5552.743217815056,直连,
P00041,leg2-cruise,5543.96204662785,5548.951734535162,中继,RU-002
P00044,leg2-cruise,5544.865299526432,5549.804806717157,中继,RU-002
P00009,S004-handoff,5546.89427858267,5556.635502809099,中继,RU-003
P00275,S007-handoff,5547.689640817985,5557.689640817985,中继,RU-002
P00278,S007-handoff,5547.689640817985,5557.689640817985,中继,RU-002
P00041,leg2-cruise,5548.951734535162,5553.941422442475,中继,RU-002
P00044,leg2-cruise,5549.804806717157,5554.74431390788,中继,RU-002
P00030,leg2-climb,5552.18039896044,5560.681176650056,中继,RU-003
P00143,S001-handoff,5552.743217815056,5562.743217815056,直连,
P00041,leg2-cruise,5553.941422442475,5558.931110349787,中继,RU-002
P00044,leg2-cruise,5554.74431390788,5559.683821098604,中继,RU-002
P00009,S004-handoff,5556.635502809099,5566.376727035529,中继,RU-003
P00275,S007-handoff,5557.689640817985,5567.689640817985,中继,RU-002
P00278,S007-handoff,5557.689640817985,5567.689640817985,中继,RU-002
P00041,leg2-cruise,5558.931110349787,5563.920798257099,中继,RU-002
P00044,leg2-cruise,5559.683821098604,5564.623328289329,中继,RU-002
P00030,leg2-climb,5560.681176650056,5569.181954339671,中继,RU-003
P00143,S001-handoff,5562.743217815056,5572.743217815056,直连,
P00041,leg2-cruise,5563.920798257099,5568.910486164411,中继,RU-002
P00044,leg2-cruise,5564.623328289329,5569.562835480054,中继,RU-002
P00009,S004-handoff,5566.376727035529,5576.117951261958,中继,RU-003
P00275,S007-handoff,5567.689640817985,5577.689640817985,中继,RU-002
P00278,S007-handoff,5567.689640817985,5577.689640817985,中继,RU-002
P00041,leg2-cruise,5568.910486164411,5573.900174071723,中继,RU-002
P00030,leg2-climb,5569.181954339671,5577.682732029287,中继,RU-003
P00044,leg2-cruise,5569.562835480054,5574.502342670778,中继,RU-002
P00143,leg2-climb,5572.743217815056,5582.63839671588,直连,
P00041,leg2-cruise,5573.900174071723,5578.889861979035,中继,RU-002
P00044,leg2-cruise,5574.502342670778,5579.441849861501,中继,RU-002
P00009,S004-handoff,5576.117951261958,5585.859175488387,中继,RU-003
P00030,leg2-climb,5577.682732029287,5586.183509718903,中继,RU-003
P00275,S007-handoff,5577.689640817985,5587.689640817985,中继,RU-002
P00278,S007-handoff,5577.689640817985,5587.689640817985,中继,RU-002
P00041,leg2-cruise,5578.889861979035,5583.879549886347,中继,RU-002
P00044,leg2-cruise,5579.441849861501,5584.381357052226,中继,RU-002
P00143,leg2-climb,5582.63839671588,5592.533575616705,直连,
P00041,leg2-cruise,5583.879549886347,5588.86923779366,中继,RU-002
P00044,leg2-cruise,5584.381357052226,5589.320864242951,中继,RU-002
P00009,S004-handoff,5585.859175488387,5595.600399714817,中继,RU-003
P00030,leg2-cruise,5586.183509718903,5590.942801642959,中继,RU-003
P00275,S007-handoff,5587.689640817985,5597.689640817985,中继,RU-002
P00278,S007-handoff,5587.689640817985,5597.689640817985,中继,RU-002
P00041,leg2-cruise,5588.86923779366,5593.858925700972,中继,RU-002
P00044,leg2-cruise,5589.320864242951,5594.260371433675,中继,RU-002
P00030,leg2-cruise,5590.942801642959,5595.702093567016,中继,RU-003
P00143,leg2-climb,5592.533575616705,5602.428754517529,直连,
P00041,leg2-cruise,5593.858925700972,5598.848613608284,中继,RU-002
P00044,leg2-cruise,5594.260371433675,5599.199878624398,中继,RU-002
P00009,S004-handoff,5595.600399714817,5605.341623941246,中继,RU-003
P00030,leg2-cruise,5595.702093567016,5600.461385491073,中继,RU-003
P00275,S007-handoff,5597.689640817985,5607.689640817985,中继,RU-002
P00278,S007-handoff,5597.689640817985,5607.689640817985,中继,RU-002
P00041,leg2-cruise,5598.848613608284,5603.838301515596,中继,RU-002
P00044,leg2-cruise,5599.199878624398,5604.139385815123,中继,RU-002
P00030,leg2-cruise,5600.461385491073,5605.220677415129,中继,RU-003
P00143,leg2-cruise,5602.428754517529,5610.265673128014,直连,
P00041,leg2-cruise,5603.838301515596,5608.827989422908,中继,RU-002
P00044,leg2-cruise,5604.139385815123,5609.078893005848,中继,RU-002
P00030,leg2-cruise,5605.220677415129,5609.979969339186,中继,RU-003
P00009,S004-handoff,5605.341623941246,5615.082848167676,中继,RU-003
P00275,S007-handoff,5607.689640817985,5617.689640817985,中继,RU-002
P00278,S007-handoff,5607.689640817985,5617.689640817985,中继,RU-002
P00041,leg2-cruise,5608.827989422908,5613.81767733022,中继,RU-002
P00044,leg2-cruise,5609.078893005848,5614.018400196572,中继,RU-002
P00030,leg2-cruise,5609.979969339186,5614.739261263243,中继,RU-003
P00143,leg2-cruise,5610.265673128014,5618.1025917385,直连,
P00041,leg2-cruise,5613.81767733022,5618.807365237532,中继,RU-002
P00044,leg2-cruise,5614.018400196572,5618.957907387296,中继,RU-002
P00030,leg2-cruise,5614.739261263243,5619.498553187299,中继,RU-003
P00009,S004-handoff,5615.082848167676,5624.824072394105,中继,RU-003
P00275,S007-handoff,5617.689640817985,5627.689640817985,中继,RU-002
P00278,S007-handoff,5617.689640817985,5627.689640817985,中继,RU-002
P00143,leg2-cruise,5618.1025917385,5625.939510348984,直连,
P00041,leg2-cruise,5618.807365237532,5623.797053144845,中继,RU-002
P00044,leg2-cruise,5618.957907387296,5623.89741457802,中继,RU-002
P00030,leg2-cruise,5619.498553187299,5624.257845111356,中继,RU-003
P00041,leg2-cruise,5623.797053144845,5628.786741052157,中继,RU-002
P00044,leg2-cruise,5623.89741457802,5628.836921768745,中继,RU-002
P00030,leg2-cruise,5624.257845111356,5629.017137035413,中继,RU-003
P00009,leg2-climb,5624.824072394105,5633.776428959469,中继,RU-003
P00143,leg2-cruise,5625.939510348984,5633.776428959469,直连,
P00275,leg2-climb,5627.689640817985,5633.776428959469,中继,RU-002
P00278,leg2-climb,5627.689640817985,5633.776428959469,中继,RU-002
P00041,leg2-cruise,5628.786741052157,5633.776428959469,中继,RU-002
P00044,leg2-cruise,5628.836921768745,5633.776428959469,直连,
P00030,leg2-cruise,5629.017137035413,5633.776428959469,中继,RU-003
P00009,leg2-climb,5633.776428959469,5643.613647282559,中继,RU-003
P00030,leg2-cruise,5633.776428959469,5638.682293729737,中继,RU-003
P00041,leg2-cruise,5633.776428959469,5638.682293729737,中继,RU-002
P00044,leg2-cruise,5633.776428959469,5638.682293729737,直连,
P00143,leg2-cruise,5633.776428959469,5643.588158500004,直连,
P00275,leg2-climb,5633.776428959469,5643.457283001094,中继,RU-002
P00278,leg2-climb,5633.776428959469,5643.457283001094,中继,RU-002
P00030,leg2-cruise,5638.682293729737,5643.588158500004,中继,RU-003
P00041,leg2-cruise,5638.682293729737,5643.588158500004,中继,RU-002
P00044,leg2-cruise,5638.682293729737,5643.588158500004,直连,
P00275,leg2-climb,5643.457283001094,5653.138137042719,中继,RU-002
P00278,leg2-climb,5643.457283001094,5653.138137042719,中继,RU-002
P00030,leg2-cruise,5643.588158500004,5648.494023270272,中继,RU-003
P00041,leg2-cruise,5643.588158500004,5648.494023270272,中继,RU-002
P00044,leg2-cruise,5643.588158500004,5648.494023270272,直连,
P00143,leg2-cruise,5643.588158500004,5653.399888040541,直连,
P00009,leg2-climb,5643.613647282559,5653.45086560565,中继,RU-003
P00030,leg2-cruise,5648.494023270272,5653.399888040541,中继,RU-003
P00041,leg2-cruise,5648.494023270272,5653.399888040541,中继,RU-002
P00044,leg2-cruise,5648.494023270272,5653.399888040541,直连,
P00275,leg2-climb,5653.138137042719,5662.818991084345,中继,RU-002
P00278,leg2-climb,5653.138137042719,5662.818991084345,中继,RU-002
P00030,leg2-cruise,5653.399888040541,5658.305752810808,中继,RU-003
P00041,leg2-cruise,5653.399888040541,5658.305752810808,中继,RU-002
P00044,leg2-cruise,5653.399888040541,5658.305752810808,直连,
P00143,leg2-cruise,5653.399888040541,5663.211617581076,直连,
P00009,leg2-climb,5653.45086560565,5663.28808392874,中继,RU-003
P00030,leg2-cruise,5658.305752810808,5663.211617581076,中继,RU-003
P00041,leg2-cruise,5658.305752810808,5663.211617581076,中继,RU-002
P00044,leg2-cruise,5658.305752810808,5663.211617581076,直连,
P00275,leg2-climb,5662.818991084345,5672.49984512597,中继,RU-002
P00278,leg2-climb,5662.818991084345,5672.49984512597,中继,RU-002
P00030,leg2-cruise,5663.211617581076,5668.117482351344,中继,RU-003
P00041,leg2-cruise,5663.211617581076,5668.117482351344,中继,RU-002
P00044,leg2-cruise,5663.211617581076,5668.117482351344,直连,
P00143,leg2-cruise,5663.211617581076,5673.023347121612,直连,
P00009,leg2-climb,5663.28808392874,5673.12530225183,中继,RU-003
P00030,leg2-cruise,5668.117482351344,5673.023347121612,中继,RU-003
P00041,leg2-cruise,5668.117482351344,5673.023347121612,中继,RU-002
P00044,leg2-cruise,5668.117482351344,5673.023347121612,直连,
P00275,leg2-climb,5672.49984512597,5682.180699167595,中继,RU-002
P00278,leg2-climb,5672.49984512597,5682.180699167595,中继,RU-002
P00030,leg2-cruise,5673.023347121612,5677.92921189188,中继,RU-003
P00041,leg2-cruise,5673.023347121612,5677.92921189188,中继,RU-002
P00044,leg2-cruise,5673.023347121612,5677.92921189188,直连,
P00143,leg2-cruise,5673.023347121612,5682.835076662148,直连,
P00009,leg2-climb,5673.12530225183,5682.962520574921,中继,RU-003
P00030,leg2-cruise,5677.92921189188,5682.835076662148,中继,RU-003
P00041,leg2-cruise,5677.92921189188,5682.835076662148,中继,RU-002
P00044,leg2-cruise,5677.92921189188,5682.835076662148,直连,
P00018,leg1-climb,5680.973395110195,5689.460116652634,直连,
P00275,leg2-cruise,5682.180699167595,5687.152001687318,中继,RU-002
P00278,leg2-cruise,5682.180699167595,5687.152001687318,中继,RU-002
P00030,leg2-cruise,5682.835076662148,5687.740941432416,中继,RU-003
P00041,leg2-cruise,5682.835076662148,5687.740941432416,中继,RU-002
P00044,leg2-cruise,5682.835076662148,5687.740941432416,直连,
P00143,leg2-cruise,5682.835076662148,5692.646806202683,直连,
P00009,leg2-climb,5682.962520574921,5692.799738898011,中继,RU-003
P00275,leg2-cruise,5687.152001687318,5692.123304207041,中继,RU-002
P00278,leg2-cruise,5687.152001687318,5692.123304207041,中继,RU-002
P00030,leg2-cruise,5687.740941432416,5692.646806202683,中继,RU-003
P00041,leg2-cruise,5687.740941432416,5692.646806202683,中继,RU-002
P00044,leg2-cruise,5687.740941432416,5692.646806202683,直连,
P00018,leg1-climb,5689.460116652634,5697.946838195072,直连,
P00275,leg2-cruise,5692.123304207041,5697.094606726764,中继,RU-002
P00278,leg2-cruise,5692.123304207041,5697.094606726764,中继,RU-002
P00030,leg2-cruise,5692.646806202683,5697.552670972951,中继,RU-003
P00041,leg2-cruise,5692.646806202683,5697.552670972951,中继,RU-002
P00044,leg2-cruise,5692.646806202683,5697.552670972951,直连,
P00143,leg2-cruise,5692.646806202683,5702.458535743219,直连,
P00009,leg2-cruise,5692.799738898011,5697.686487081362,中继,RU-003
P00275,leg2-cruise,5697.094606726764,5702.065909246488,中继,RU-002
P00278,leg2-cruise,5697.094606726764,5702.065909246488,中继,RU-002
P00030,leg2-cruise,5697.552670972951,5702.458535743219,中继,RU-003
P00041,leg2-cruise,5697.552670972951,5702.458535743219,中继,RU-002
P00044,leg2-cruise,5697.552670972951,5702.458535743219,直连,
P00009,leg2-cruise,5697.686487081362,5702.573235264715,中继,RU-003
P00018,leg1-climb,5697.946838195072,5706.43355973751,直连,
P00275,leg2-cruise,5702.065909246488,5707.03721176621,中继,RU-002
P00278,leg2-cruise,5702.065909246488,5707.03721176621,中继,RU-002
P00030,leg2-cruise,5702.458535743219,5707.364400513487,中继,RU-003
P00041,leg2-cruise,5702.458535743219,5707.364400513487,中继,RU-002
P00044,leg2-cruise,5702.458535743219,5707.364400513487,直连,
P00143,leg2-cruise,5702.458535743219,5712.270265283754,直连,
P00009,leg2-cruise,5702.573235264715,5707.459983448067,中继,RU-003
P00018,leg1-climb,5706.43355973751,5714.920281279949,直连,
P00275,leg2-cruise,5707.03721176621,5712.008514285933,中继,RU-002
P00278,leg2-cruise,5707.03721176621,5712.008514285933,中继,RU-002
P00030,leg2-cruise,5707.364400513487,5712.270265283754,中继,RU-003
P00041,leg2-cruise,5707.364400513487,5712.270265283754,中继,RU-002
P00044,leg2-cruise,5707.364400513487,5712.270265283754,直连,
P00009,leg2-cruise,5707.459983448067,5712.346731631418,中继,RU-003
P00275,leg2-cruise,5712.008514285933,5716.979816805657,中继,RU-002
P00278,leg2-cruise,5712.008514285933,5716.979816805657,中继,RU-002
P00030,leg2-cruise,5712.270265283754,5717.176130054022,中继,RU-003
P00041,leg2-cruise,5712.270265283754,5717.176130054022,中继,RU-002
P00044,leg2-cruise,5712.270265283754,5717.176130054022,直连,
P00143,leg2-cruise,5712.270265283754,5722.081994824291,直连,
P00009,leg2-cruise,5712.346731631418,5717.23347981477,中继,RU-003
P00018,leg1-climb,5714.920281279949,5723.407002822388,直连,
P00275,leg2-cruise,5716.979816805657,5721.95111932538,中继,RU-002
P00278,leg2-cruise,5716.979816805657,5721.95111932538,中继,RU-002
P00030,leg2-cruise,5717.176130054022,5722.081994824291,中继,RU-003
P00041,leg2-cruise,5717.176130054022,5722.081994824291,中继,RU-002
P00044,leg2-cruise,5717.176130054022,5722.081994824291,直连,
P00009,leg2-cruise,5717.23347981477,5722.120227998123,中继,RU-003
P00275,leg2-cruise,5721.95111932538,5726.922421845104,中继,RU-002
P00278,leg2-cruise,5721.95111932538,5726.922421845104,中继,RU-002
P00030,leg2-cruise,5722.081994824291,5726.987859594558,中继,RU-003
P00041,leg2-cruise,5722.081994824291,5726.987859594558,中继,RU-002
P00044,leg2-cruise,5722.081994824291,5726.987859594558,直连,
P00143,leg2-cruise,5722.081994824291,5731.893724364826,直连,
P00009,leg2-cruise,5722.120227998123,5727.006976181474,中继,RU-003
P00018,leg1-climb,5723.407002822388,5731.893724364826,直连,
P00275,leg2-cruise,5726.922421845104,5731.893724364826,中继,RU-002
P00278,leg2-cruise,5726.922421845104,5731.893724364826,中继,RU-002
P00030,leg2-cruise,5726.987859594558,5731.893724364826,中继,RU-003
P00041,leg2-cruise,5726.987859594558,5731.893724364826,中继,RU-002
P00044,leg2-cruise,5726.987859594558,5731.893724364826,直连,
P00009,leg2-cruise,5727.006976181474,5731.893724364827,中继,RU-003
P00018,leg1-climb,5731.893724364826,5731.893724364827,直连,
P00030,leg2-cruise,5731.893724364826,5731.893724364827,中继,RU-003
P00041,leg2-cruise,5731.893724364826,5731.893724364827,直连,
P00044,leg2-cruise,5731.893724364826,5731.893724364827,直连,
P00143,leg2-cruise,5731.893724364826,5731.893724364827,直连,
P00275,leg2-cruise,5731.893724364826,5731.893724364827,直连,
P00278,leg2-cruise,5731.893724364826,5731.893724364827,直连,
P00009,leg2-cruise,5731.893724364827,5736.887408977787,中继,RU-003
P00018,leg1-climb,5731.893724364827,5736.86064690056,直连,
P00030,leg2-cruise,5731.893724364827,5736.887408977787,中继,RU-003
P00041,leg2-cruise,5731.893724364827,5736.887408977787,直连,
P00044,leg2-cruise,5731.893724364827,5736.887408977787,直连,
P00143,leg2-cruise,5731.893724364827,5736.887408977787,直连,
P00275,leg2-cruise,5731.893724364827,5736.887408977787,直连,
P00278,leg2-cruise,5731.893724364827,5736.887408977787,直连,
P00018,leg1-cruise,5736.86064690056,5741.628562307351,直连,
P00009,leg2-cruise,5736.887408977787,5741.881093590749,中继,RU-003
P00030,leg2-cruise,5736.887408977787,5741.881093590749,中继,RU-003
P00041,leg2-cruise,5736.887408977787,5741.881093590749,直连,
P00044,leg2-cruise,5736.887408977787,5741.881093590749,直连,
P00143,leg2-cruise,5736.887408977787,5741.881093590749,直连,
P00275,leg2-cruise,5736.887408977787,5741.881093590749,直连,
P00278,leg2-cruise,5736.887408977787,5741.881093590749,直连,
P00018,leg1-cruise,5741.628562307351,5746.396477714142,直连,
P00009,leg2-cruise,5741.881093590749,5746.87477820371,中继,RU-003
P00030,leg2-cruise,5741.881093590749,5746.87477820371,中继,RU-003
P00041,leg2-cruise,5741.881093590749,5746.87477820371,直连,
P00044,leg2-cruise,5741.881093590749,5746.87477820371,直连,
P00143,leg2-cruise,5741.881093590749,5746.87477820371,直连,
P00275,leg2-cruise,5741.881093590749,5746.87477820371,直连,
P00278,leg2-cruise,5741.881093590749,5746.87477820371,直连,
P00018,leg1-cruise,5746.396477714142,5751.164393120933,直连,
P00009,leg2-cruise,5746.87477820371,5751.86846281667,中继,RU-003
P00030,leg2-cruise,5746.87477820371,5751.86846281667,中继,RU-003
P00041,leg2-cruise,5746.87477820371,5751.86846281667,直连,
P00044,leg2-cruise,5746.87477820371,5751.86846281667,直连,
P00143,leg2-cruise,5746.87477820371,5751.86846281667,直连,
P00275,leg2-cruise,5746.87477820371,5751.86846281667,直连,
P00278,leg2-cruise,5746.87477820371,5751.86846281667,直连,
P00018,leg1-cruise,5751.164393120933,5755.932308527725,直连,
P00009,leg2-cruise,5751.86846281667,5756.862147429631,中继,RU-003
P00030,leg2-cruise,5751.86846281667,5756.862147429631,中继,RU-003
P00041,leg2-cruise,5751.86846281667,5756.862147429631,直连,
P00044,leg2-cruise,5751.86846281667,5756.862147429631,直连,
P00143,leg2-cruise,5751.86846281667,5756.862147429631,直连,
P00275,leg2-cruise,5751.86846281667,5756.862147429631,直连,
P00278,leg2-cruise,5751.86846281667,5756.862147429631,直连,
P00018,leg1-cruise,5755.932308527725,5760.700223934516,直连,
P00009,leg2-cruise,5756.862147429631,5761.855832042592,中继,RU-003
P00030,leg2-cruise,5756.862147429631,5761.855832042592,中继,RU-003
P00041,leg2-cruise,5756.862147429631,5761.855832042592,直连,
P00044,leg2-cruise,5756.862147429631,5761.855832042592,直连,
P00143,leg2-cruise,5756.862147429631,5761.855832042592,直连,
P00275,leg2-cruise,5756.862147429631,5761.855832042592,直连,
P00278,leg2-cruise,5756.862147429631,5761.855832042592,直连,
P00018,leg1-cruise,5760.700223934516,5765.468139341307,直连,
P00009,leg2-cruise,5761.855832042592,5766.849516655553,中继,RU-003
P00030,leg2-cruise,5761.855832042592,5766.849516655553,中继,RU-003
P00041,leg2-cruise,5761.855832042592,5766.849516655553,直连,
P00044,leg2-cruise,5761.855832042592,5766.849516655553,直连,
P00143,leg2-cruise,5761.855832042592,5766.849516655553,直连,
P00275,leg2-cruise,5761.855832042592,5766.849516655553,直连,
P00278,leg2-cruise,5761.855832042592,5766.849516655553,直连,
P00018,leg1-cruise,5765.468139341307,5770.236054748098,直连,
P00009,leg2-cruise,5766.849516655553,5771.843201268513,中继,RU-003
